iso_code,location,total_cases_per_million,total_deaths_per_million,people_vaccinated_per_hundred,date
AFG,Afghanistan,0.026,,,2020-02-24
AFG,Afghanistan,0.026,,,2020-02-25
AFG,Afghanistan,0.026,,,2020-02-26
AFG,Afghanistan,0.026,,,2020-02-27
AFG,Afghanistan,0.026,,,2020-02-28
AFG,Afghanistan,0.026,,,2020-02-29
AFG,Afghanistan,0.026,,,2020-03-01
AFG,Afghanistan,0.026,,,2020-03-02
AFG,Afghanistan,0.051,,,2020-03-03
AFG,Afghanistan,0.103,,,2020-03-04
AFG,Afghanistan,0.103,,,2020-03-05
AFG,Afghanistan,0.103,,,2020-03-06
AFG,Afghanistan,0.103,,,2020-03-07
AFG,Afghanistan,0.128,,,2020-03-08
AFG,Afghanistan,0.18,,,2020-03-09
AFG,Afghanistan,0.206,,,2020-03-10
AFG,Afghanistan,0.283,,,2020-03-11
AFG,Afghanistan,0.308,,,2020-03-12
AFG,Afghanistan,0.334,,,2020-03-13
AFG,Afghanistan,0.385,,,2020-03-14
AFG,Afghanistan,0.411,,,2020-03-15
AFG,Afghanistan,0.462,,,2020-03-16
AFG,Afghanistan,0.514,,,2020-03-17
AFG,Afghanistan,0.617,,,2020-03-18
AFG,Afghanistan,0.642,,,2020-03-19
AFG,Afghanistan,0.745,,,2020-03-20
AFG,Afghanistan,0.771,,,2020-03-21
AFG,Afghanistan,0.873,0.026,,2020-03-22
AFG,Afghanistan,1.053,0.026,,2020-03-23
AFG,Afghanistan,1.105,0.026,,2020-03-24
AFG,Afghanistan,1.952,0.051,,2020-03-25
AFG,Afghanistan,2.055,0.077,,2020-03-26
AFG,Afghanistan,2.338,0.077,,2020-03-27
AFG,Afghanistan,2.749,0.103,,2020-03-28
AFG,Afghanistan,3.031,0.103,,2020-03-29
AFG,Afghanistan,3.75,0.103,,2020-03-30
AFG,Afghanistan,4.495,0.103,,2020-03-31
AFG,Afghanistan,5.061,0.103,,2020-04-01
AFG,Afghanistan,6.165,0.103,,2020-04-02
AFG,Afghanistan,7.064,0.206,,2020-04-03
AFG,Afghanistan,7.706,0.257,,2020-04-04
AFG,Afghanistan,8.683,0.308,,2020-04-05
AFG,Afghanistan,9.453,0.385,,2020-04-06
AFG,Afghanistan,10.892,0.411,,2020-04-07
AFG,Afghanistan,11.431,0.411,,2020-04-08
AFG,Afghanistan,12.459,0.437,,2020-04-09
AFG,Afghanistan,13.666,0.462,,2020-04-10
AFG,Afghanistan,14.283,0.462,,2020-04-11
AFG,Afghanistan,15.618,0.488,,2020-04-12
AFG,Afghanistan,17.108,0.565,,2020-04-13
AFG,Afghanistan,18.367,0.591,,2020-04-14
AFG,Afghanistan,20.165,0.745,,2020-04-15
AFG,Afghanistan,21.604,0.771,,2020-04-16
AFG,Afghanistan,23.299,0.771,,2020-04-17
AFG,Afghanistan,23.993,0.771,,2020-04-18
AFG,Afghanistan,25.611,0.848,,2020-04-19
AFG,Afghanistan,26.382,0.925,,2020-04-20
AFG,Afghanistan,28.077,0.925,,2020-04-21
AFG,Afghanistan,30.235,1.028,,2020-04-22
AFG,Afghanistan,31.751,1.028,,2020-04-23
AFG,Afghanistan,34.191,1.105,,2020-04-24
AFG,Afghanistan,37.608,1.207,,2020-04-25
AFG,Afghanistan,39.354,1.336,,2020-04-26
AFG,Afghanistan,43.773,1.49,,2020-04-27
AFG,Afghanistan,47.009,1.516,,2020-04-28
AFG,Afghanistan,49.835,1.567,,2020-04-29
AFG,Afghanistan,54.639,1.644,,2020-04-30
AFG,Afghanistan,58.852,1.747,,2020-05-01
AFG,Afghanistan,63.45,1.85,,2020-05-02
AFG,Afghanistan,69.487,2.183,,2020-05-03
AFG,Afghanistan,74.367,2.312,,2020-05-04
AFG,Afghanistan,82.845,2.44,,2020-05-05
AFG,Afghanistan,87.16,2.672,,2020-05-06
AFG,Afghanistan,91.553,2.723,,2020-05-07
AFG,Afghanistan,97.127,2.8,,2020-05-08
AFG,Afghanistan,103.832,2.954,,2020-05-09
AFG,Afghanistan,113.105,3.083,,2020-05-10
AFG,Afghanistan,120.401,3.134,,2020-05-11
AFG,Afghanistan,127.619,3.262,,2020-05-12
AFG,Afghanistan,134.272,3.391,,2020-05-13
AFG,Afghanistan,144.882,3.494,,2020-05-14
AFG,Afghanistan,155.517,3.93,,2020-05-15
AFG,Afghanistan,164.482,4.316,,2020-05-16
AFG,Afghanistan,171.212,4.367,,2020-05-17
AFG,Afghanistan,181.693,4.444,,2020-05-18
AFG,Afghanistan,196.618,4.573,,2020-05-19
AFG,Afghanistan,209.256,4.829,,2020-05-20
AFG,Afghanistan,222.897,4.984,,2020-05-21
AFG,Afghanistan,236.82,5.292,,2020-05-22
AFG,Afghanistan,256.908,5.574,,2020-05-23
AFG,Afghanistan,271.91,5.626,,2020-05-24
AFG,Afghanistan,287.092,5.651,,2020-05-25
AFG,Afghanistan,303.994,5.677,,2020-05-26
AFG,Afghanistan,320.05,5.857,,2020-05-27
AFG,Afghanistan,334.949,6.062,,2020-05-28
AFG,Afghanistan,350.953,6.345,,2020-05-29
AFG,Afghanistan,373.199,6.422,,2020-05-30
AFG,Afghanistan,390.667,6.628,,2020-05-31
AFG,Afghanistan,404.667,6.833,,2020-06-01
AFG,Afghanistan,424.164,7.039,,2020-06-02
AFG,Afghanistan,443.636,7.655,,2020-06-03
AFG,Afghanistan,463.852,7.809,,2020-06-04
AFG,Afghanistan,487.357,8.04,,2020-06-05
AFG,Afghanistan,502.308,8.503,,2020-06-06
AFG,Afghanistan,522.627,9.273,,2020-06-07
AFG,Afghanistan,537.398,9.582,,2020-06-08
AFG,Afghanistan,551.321,9.967,,2020-06-09
AFG,Afghanistan,568.891,10.506,,2020-06-10
AFG,Afghanistan,588.106,11.046,,2020-06-11
AFG,Afghanistan,604.958,11.56,,2020-06-12
AFG,Afghanistan,619.24,11.688,,2020-06-13
AFG,Afghanistan,636.297,12.202,,2020-06-14
AFG,Afghanistan,655.846,12.382,,2020-06-15
AFG,Afghanistan,675.96,12.716,,2020-06-16
AFG,Afghanistan,690.448,13.05,,2020-06-17
AFG,Afghanistan,707.351,14.129,,2020-06-18
AFG,Afghanistan,716.239,14.18,,2020-06-19
AFG,Afghanistan,730.265,14.719,,2020-06-20
AFG,Afghanistan,740.771,15.028,,2020-06-21
AFG,Afghanistan,748.735,15.336,,2020-06-22
AFG,Afghanistan,757.058,15.85,,2020-06-23
AFG,Afghanistan,763.069,16.389,,2020-06-24
AFG,Afghanistan,774.885,17.314,,2020-06-25
AFG,Afghanistan,781.975,17.519,,2020-06-26
AFG,Afghanistan,786.214,18.393,,2020-06-27
AFG,Afghanistan,795.23,18.701,,2020-06-28
AFG,Afghanistan,802.192,19.009,,2020-06-29
AFG,Afghanistan,809.359,19.318,,2020-06-30
AFG,Afghanistan,817.553,20.037,,2020-07-01
AFG,Afghanistan,822.331,20.782,,2020-07-02
AFG,Afghanistan,830.089,21.09,,2020-07-03
AFG,Afghanistan,839.029,21.27,,2020-07-04
AFG,Afghanistan,846.196,22.246,,2020-07-05
AFG,Afghanistan,852.335,23.119,,2020-07-06
AFG,Afghanistan,857.319,23.685,,2020-07-07
AFG,Afghanistan,862.713,24.121,,2020-07-08
AFG,Afghanistan,870.779,24.635,,2020-07-09
AFG,Afghanistan,878.126,24.995,,2020-07-10
AFG,Afghanistan,882.545,25.585,,2020-07-11
AFG,Afghanistan,884.728,25.996,,2020-07-12
AFG,Afghanistan,888.684,26.716,,2020-07-13
AFG,Afghanistan,892.152,27.332,,2020-07-14
AFG,Afghanistan,898.677,28.154,,2020-07-15
AFG,Afghanistan,900.629,28.694,,2020-07-16
AFG,Afghanistan,904.714,29.516,,2020-07-17
AFG,Afghanistan,906.255,29.952,,2020-07-18
AFG,Afghanistan,910.725,30.389,,2020-07-19
AFG,Afghanistan,911.752,30.441,,2020-07-20
AFG,Afghanistan,914.629,30.518,,2020-07-21
AFG,Afghanistan,917.506,30.62,,2020-07-22
AFG,Afghanistan,922.67,31.16,,2020-07-23
AFG,Afghanistan,924.211,31.519,,2020-07-24
AFG,Afghanistan,925.444,32.085,,2020-07-25
AFG,Afghanistan,928.552,32.393,,2020-07-26
AFG,Afghanistan,931.275,32.65,,2020-07-27
AFG,Afghanistan,933.973,32.675,,2020-07-28
AFG,Afghanistan,936.67,32.701,,2020-07-29
AFG,Afghanistan,938.442,32.958,,2020-07-30
AFG,Afghanistan,941.859,32.984,,2020-07-31
AFG,Afghanistan,942.758,33.009,,2020-08-01
AFG,Afghanistan,942.784,33.035,,2020-08-02
AFG,Afghanistan,943.708,33.138,,2020-08-03
AFG,Afghanistan,944.633,33.138,,2020-08-04
AFG,Afghanistan,945.84,33.292,,2020-08-05
AFG,Afghanistan,948.615,33.42,,2020-08-06
AFG,Afghanistan,950.618,33.652,,2020-08-07
AFG,Afghanistan,951.646,33.78,,2020-08-08
AFG,Afghanistan,952.596,33.934,,2020-08-09
AFG,Afghanistan,954.395,34.14,,2020-08-10
AFG,Afghanistan,957.143,34.576,,2020-08-11
AFG,Afghanistan,959.096,34.833,,2020-08-12
AFG,Afghanistan,961.305,35.064,,2020-08-13
AFG,Afghanistan,963.231,35.193,,2020-08-14
AFG,Afghanistan,964.387,35.219,,2020-08-15
AFG,Afghanistan,965.62,35.347,,2020-08-16
AFG,Afghanistan,967.598,35.398,,2020-08-17
AFG,Afghanistan,968.703,35.501,,2020-08-18
AFG,Afghanistan,969.731,35.553,,2020-08-19
AFG,Afghanistan,972.351,35.604,,2020-08-20
AFG,Afghanistan,973.198,35.604,,2020-08-21
AFG,Afghanistan,974.714,35.604,,2020-08-22
AFG,Afghanistan,975.896,35.655,,2020-08-23
AFG,Afghanistan,977.309,35.707,,2020-08-24
AFG,Afghanistan,977.72,35.912,,2020-08-25
AFG,Afghanistan,978.798,36.015,,2020-08-26
AFG,Afghanistan,979.209,36.015,,2020-08-27
AFG,Afghanistan,979.492,36.041,,2020-08-28
AFG,Afghanistan,979.569,36.041,,2020-08-29
AFG,Afghanistan,980.134,36.041,,2020-08-30
AFG,Afghanistan,980.237,36.041,,2020-08-31
AFG,Afghanistan,981.11,36.143,,2020-09-01
AFG,Afghanistan,982.395,36.22,,2020-09-02
AFG,Afghanistan,983.551,36.22,,2020-09-03
AFG,Afghanistan,983.962,36.22,,2020-09-04
AFG,Afghanistan,984.476,36.22,,2020-09-05
AFG,Afghanistan,986.376,36.297,,2020-09-06
AFG,Afghanistan,988.843,36.375,,2020-09-07
AFG,Afghanistan,989.51,36.452,,2020-09-08
AFG,Afghanistan,990.127,36.503,,2020-09-09
AFG,Afghanistan,990.846,36.503,,2020-09-10
AFG,Afghanistan,991.72,36.503,,2020-09-11
AFG,Afghanistan,992.619,36.503,,2020-09-12
AFG,Afghanistan,994.545,36.503,,2020-09-13
AFG,Afghanistan,995.984,36.657,,2020-09-14
AFG,Afghanistan,997.088,36.683,,2020-09-15
AFG,Afghanistan,998.116,36.94,,2020-09-16
AFG,Afghanistan,998.553,36.94,,2020-09-17
AFG,Afghanistan,999.195,36.965,,2020-09-18
AFG,Afghanistan,999.76,36.965,,2020-09-19
AFG,Afghanistan,1002.971,37.068,,2020-09-20
AFG,Afghanistan,1003.742,37.145,,2020-09-21
AFG,Afghanistan,1004.307,37.171,,2020-09-22
AFG,Afghanistan,1005.566,37.197,,2020-09-23
AFG,Afghanistan,1006.208,37.325,,2020-09-24
AFG,Afghanistan,1006.619,37.325,,2020-09-25
AFG,Afghanistan,1006.773,37.376,,2020-09-26
AFG,Afghanistan,1007.672,37.376,,2020-09-27
AFG,Afghanistan,1007.98,37.453,,2020-09-28
AFG,Afghanistan,1008.366,37.505,,2020-09-29
AFG,Afghanistan,1008.725,37.505,,2020-09-30
AFG,Afghanistan,1009.162,37.505,,2020-10-01
AFG,Afghanistan,1009.29,37.505,,2020-10-02
AFG,Afghanistan,1009.47,37.608,,2020-10-03
AFG,Afghanistan,1010.6,37.608,,2020-10-04
AFG,Afghanistan,1012.681,37.71,,2020-10-05
AFG,Afghanistan,1014.325,37.736,,2020-10-06
AFG,Afghanistan,1015.918,37.787,,2020-10-07
AFG,Afghanistan,1017.665,37.813,,2020-10-08
AFG,Afghanistan,1019.643,37.864,,2020-10-09
AFG,Afghanistan,1019.9,37.89,,2020-10-10
AFG,Afghanistan,1022.366,37.993,,2020-10-11
AFG,Afghanistan,1024.19,38.044,,2020-10-12
AFG,Afghanistan,1025.679,38.07,,2020-10-13
AFG,Afghanistan,1027.375,38.096,,2020-10-14
AFG,Afghanistan,1028.197,38.096,,2020-10-15
AFG,Afghanistan,1029.79,38.198,,2020-10-16
AFG,Afghanistan,1031.151,38.275,,2020-10-17
AFG,Afghanistan,1032.667,38.378,,2020-10-18
AFG,Afghanistan,1034.902,38.507,,2020-10-19
AFG,Afghanistan,1037.008,38.558,,2020-10-20
AFG,Afghanistan,1040.63,38.609,,2020-10-21
AFG,Afghanistan,1043.61,38.712,,2020-10-22
AFG,Afghanistan,1045.177,38.764,,2020-10-23
AFG,Afghanistan,1047.258,38.866,,2020-10-24
AFG,Afghanistan,1048.927,38.943,,2020-10-25
AFG,Afghanistan,1051.599,39.046,,2020-10-26
AFG,Afghanistan,1054.039,39.175,,2020-10-27
AFG,Afghanistan,1056.942,39.329,,2020-10-28
AFG,Afghanistan,1060.102,39.406,,2020-10-29
AFG,Afghanistan,1061.797,39.431,,2020-10-30
AFG,Afghanistan,1064.135,39.508,,2020-10-31
AFG,Afghanistan,1066.087,39.508,,2020-11-01
AFG,Afghanistan,1069.478,39.663,,2020-11-02
AFG,Afghanistan,1071.918,39.74,,2020-11-03
AFG,Afghanistan,1074.127,39.842,,2020-11-04
AFG,Afghanistan,1077.236,39.997,,2020-11-05
AFG,Afghanistan,1078.263,39.997,,2020-11-06
AFG,Afghanistan,1079.753,40.048,,2020-11-07
AFG,Afghanistan,1082.99,40.202,,2020-11-08
AFG,Afghanistan,1086.535,40.51,,2020-11-09
AFG,Afghanistan,1090.799,40.587,,2020-11-10
AFG,Afghanistan,1094.55,40.69,,2020-11-11
AFG,Afghanistan,1099.328,40.947,,2020-11-12
AFG,Afghanistan,1103.797,41.05,,2020-11-13
AFG,Afghanistan,1105.493,41.307,,2020-11-14
AFG,Afghanistan,1110.759,41.615,,2020-11-15
AFG,Afghanistan,1116.616,42.0,,2020-11-16
AFG,Afghanistan,1122.087,42.154,,2020-11-17
AFG,Afghanistan,1128.33,42.334,,2020-11-18
AFG,Afghanistan,1134.829,42.463,,2020-11-19
AFG,Afghanistan,1139.607,42.797,,2020-11-20
AFG,Afghanistan,1143.203,43.105,,2020-11-21
AFG,Afghanistan,1148.418,43.413,,2020-11-22
AFG,Afghanistan,1155.662,43.721,,2020-11-23
AFG,Afghanistan,1160.44,44.055,,2020-11-24
AFG,Afghanistan,1165.834,44.389,,2020-11-25
AFG,Afghanistan,1171.383,44.62,,2020-11-26
AFG,Afghanistan,1174.543,44.698,,2020-11-27
AFG,Afghanistan,1177.651,45.006,,2020-11-28
AFG,Afghanistan,1184.638,45.571,,2020-11-29
AFG,Afghanistan,1188.697,46.11,,2020-11-30
AFG,Afghanistan,1194.913,46.804,,2020-12-01
AFG,Afghanistan,1200.103,47.292,,2020-12-02
AFG,Afghanistan,1203.159,47.42,,2020-12-03
AFG,Afghanistan,1203.159,47.42,,2020-12-04
AFG,Afghanistan,1209.196,47.883,,2020-12-05
AFG,Afghanistan,1215.207,48.14,,2020-12-06
AFG,Afghanistan,1220.602,48.808,,2020-12-07
AFG,Afghanistan,1225.739,48.962,,2020-12-08
AFG,Afghanistan,1229.207,49.296,,2020-12-09
AFG,Afghanistan,1234.396,49.707,,2020-12-10
AFG,Afghanistan,1236.015,49.964,,2020-12-11
AFG,Afghanistan,1238.917,50.246,,2020-12-12
AFG,Afghanistan,1246.573,50.477,,2020-12-13
AFG,Afghanistan,1251.479,50.58,,2020-12-14
AFG,Afghanistan,1257.49,51.248,,2020-12-15
AFG,Afghanistan,1262.859,51.659,,2020-12-16
AFG,Afghanistan,1268.433,52.019,,2020-12-17
AFG,Afghanistan,1274.675,52.147,,2020-12-18
AFG,Afghanistan,1276.217,52.584,,2020-12-19
AFG,Afghanistan,1279.71,53.098,,2020-12-20
AFG,Afghanistan,1284.745,53.483,,2020-12-21
AFG,Afghanistan,1289.292,53.843,,2020-12-22
AFG,Afghanistan,1295.534,54.382,,2020-12-23
AFG,Afghanistan,1301.237,54.613,,2020-12-24
AFG,Afghanistan,1305.219,54.947,,2020-12-25
AFG,Afghanistan,1307.171,55.204,,2020-12-26
AFG,Afghanistan,1311.101,55.487,,2020-12-27
AFG,Afghanistan,1317.292,55.846,,2020-12-28
AFG,Afghanistan,1319.09,55.975,,2020-12-29
AFG,Afghanistan,1320.503,56.026,,2020-12-30
AFG,Afghanistan,1323.612,56.283,,2020-12-31
AFG,Afghanistan,1323.612,56.283,,2021-01-01
AFG,Afghanistan,1323.612,56.283,,2021-01-02
AFG,Afghanistan,1323.612,56.283,,2021-01-03
AFG,Afghanistan,1361.759,57.465,,2021-01-04
AFG,Afghanistan,1364.173,57.644,,2021-01-05
AFG,Afghanistan,1364.173,57.644,,2021-01-06
AFG,Afghanistan,1366.793,57.876,,2021-01-07
AFG,Afghanistan,1370.004,57.978,,2021-01-08
AFG,Afghanistan,1371.751,58.158,,2021-01-09
AFG,Afghanistan,1374.037,58.492,,2021-01-10
AFG,Afghanistan,1375.296,58.775,,2021-01-11
AFG,Afghanistan,1376.478,59.109,,2021-01-12
AFG,Afghanistan,1376.478,59.109,,2021-01-13
AFG,Afghanistan,1381.384,59.443,,2021-01-14
AFG,Afghanistan,1382.823,59.699,,2021-01-15
AFG,Afghanistan,1385.572,60.008,,2021-01-16
AFG,Afghanistan,1386.753,60.085,,2021-01-17
AFG,Afghanistan,1388.757,60.188,,2021-01-18
AFG,Afghanistan,1390.786,60.265,,2021-01-19
AFG,Afghanistan,1394.306,60.47,,2021-01-20
AFG,Afghanistan,1397.517,60.701,,2021-01-21
AFG,Afghanistan,1399.572,60.881,,2021-01-22
AFG,Afghanistan,1401.524,60.958,,2021-01-23
AFG,Afghanistan,1402.449,61.087,,2021-01-24
AFG,Afghanistan,1404.427,61.266,,2021-01-25
AFG,Afghanistan,1406.43,61.369,,2021-01-26
AFG,Afghanistan,1409.102,61.369,,2021-01-27
AFG,Afghanistan,1410.052,61.575,,2021-01-28
AFG,Afghanistan,1411.285,61.626,,2021-01-29
AFG,Afghanistan,1413.058,61.652,,2021-01-30
AFG,Afghanistan,1413.443,61.652,,2021-01-31
AFG,Afghanistan,1414.368,61.754,,2021-02-01
AFG,Afghanistan,1415.961,61.78,,2021-02-02
AFG,Afghanistan,1417.322,61.806,,2021-02-03
AFG,Afghanistan,1418.786,61.832,,2021-02-04
AFG,Afghanistan,1419.66,61.832,,2021-02-05
AFG,Afghanistan,1421.33,61.857,,2021-02-06
AFG,Afghanistan,1421.458,61.909,,2021-02-07
AFG,Afghanistan,1422.074,61.986,,2021-02-08
AFG,Afghanistan,1422.717,62.011,,2021-02-09
AFG,Afghanistan,1423.179,62.114,,2021-02-10
AFG,Afghanistan,1423.641,62.14,,2021-02-11
AFG,Afghanistan,1424.284,62.268,,2021-02-12
AFG,Afghanistan,1425.003,62.345,,2021-02-13
AFG,Afghanistan,1425.491,62.345,,2021-02-14
AFG,Afghanistan,1426.056,62.345,,2021-02-15
AFG,Afghanistan,1426.159,62.371,,2021-02-16
AFG,Afghanistan,1426.724,62.371,,2021-02-17
AFG,Afghanistan,1427.161,62.422,,2021-02-18
AFG,Afghanistan,1427.623,62.422,,2021-02-19
AFG,Afghanistan,1427.752,62.422,,2021-02-20
AFG,Afghanistan,1428.368,62.474,,2021-02-21
AFG,Afghanistan,1428.702,62.499,0.0,2021-02-22
AFG,Afghanistan,1429.447,62.551,,2021-02-23
AFG,Afghanistan,1429.909,62.577,,2021-02-24
AFG,Afghanistan,1430.32,62.628,,2021-02-25
AFG,Afghanistan,1430.731,62.731,,2021-02-26
AFG,Afghanistan,1431.014,62.756,,2021-02-27
AFG,Afghanistan,1431.194,62.756,0.02,2021-02-28
AFG,Afghanistan,1431.682,62.782,,2021-03-01
AFG,Afghanistan,1432.35,62.833,,2021-03-02
AFG,Afghanistan,1432.632,62.833,,2021-03-03
AFG,Afghanistan,1432.761,62.833,,2021-03-04
AFG,Afghanistan,1434.097,62.91,,2021-03-05
AFG,Afghanistan,1434.431,62.91,,2021-03-06
AFG,Afghanistan,1434.61,62.91,,2021-03-07
AFG,Afghanistan,1435.355,62.962,,2021-03-08
AFG,Afghanistan,1435.355,62.962,,2021-03-09
AFG,Afghanistan,1435.818,62.962,,2021-03-10
AFG,Afghanistan,1436.409,62.962,,2021-03-11
AFG,Afghanistan,1437.487,63.039,,2021-03-12
AFG,Afghanistan,1437.487,63.039,,2021-03-13
AFG,Afghanistan,1438.155,63.116,,2021-03-14
AFG,Afghanistan,1438.155,63.167,,2021-03-15
AFG,Afghanistan,1438.412,63.193,0.14,2021-03-16
AFG,Afghanistan,1438.952,63.193,,2021-03-17
AFG,Afghanistan,1439.671,63.244,,2021-03-18
AFG,Afghanistan,1440.313,63.244,,2021-03-19
AFG,Afghanistan,1440.93,63.244,,2021-03-20
AFG,Afghanistan,1441.187,63.27,,2021-03-21
AFG,Afghanistan,1442.471,63.296,,2021-03-22
AFG,Afghanistan,1443.087,63.347,,2021-03-23
AFG,Afghanistan,1443.473,63.347,,2021-03-24
AFG,Afghanistan,1444.346,63.373,,2021-03-25
AFG,Afghanistan,1445.065,63.373,,2021-03-26
AFG,Afghanistan,1445.99,63.424,,2021-03-27
AFG,Afghanistan,1446.093,63.45,,2021-03-28
AFG,Afghanistan,1446.812,63.501,,2021-03-29
AFG,Afghanistan,1448.405,63.604,,2021-03-30
AFG,Afghanistan,1450.203,63.81,,2021-03-31
AFG,Afghanistan,1451.821,63.938,,2021-04-01
AFG,Afghanistan,1453.234,64.092,,2021-04-02
AFG,Afghanistan,1453.825,64.118,,2021-04-03
AFG,Afghanistan,1455.906,64.143,,2021-04-04
AFG,Afghanistan,1456.959,64.426,,2021-04-05
AFG,Afghanistan,1458.552,64.529,,2021-04-06
AFG,Afghanistan,1460.966,64.529,0.31,2021-04-07
AFG,Afghanistan,1462.765,64.632,,2021-04-08
AFG,Afghanistan,1464.717,64.76,,2021-04-09
AFG,Afghanistan,1467.928,64.76,,2021-04-10
AFG,Afghanistan,1468.339,64.76,,2021-04-11
AFG,Afghanistan,1470.445,64.966,,2021-04-12
AFG,Afghanistan,1473.579,64.966,,2021-04-13
AFG,Afghanistan,1476.867,65.043,,2021-04-14
AFG,Afghanistan,1477.946,65.068,,2021-04-15
AFG,Afghanistan,1479.95,65.12,,2021-04-16
AFG,Afghanistan,1482.75,65.222,,2021-04-17
AFG,Afghanistan,1484.6,65.222,,2021-04-18
AFG,Afghanistan,1487.297,65.402,,2021-04-19
AFG,Afghanistan,1490.868,65.479,,2021-04-20
AFG,Afghanistan,1495.414,65.685,,2021-04-21
AFG,Afghanistan,1497.932,65.788,0.62,2021-04-22
AFG,Afghanistan,1503.84,65.89,,2021-04-23
AFG,Afghanistan,1508.669,66.07,,2021-04-24
AFG,Afghanistan,1511.572,66.327,,2021-04-25
AFG,Afghanistan,1515.991,66.584,,2021-04-26
AFG,Afghanistan,1521.385,66.738,,2021-04-27
AFG,Afghanistan,1525.11,67.072,,2021-04-28
AFG,Afghanistan,1530.402,67.252,,2021-04-29
AFG,Afghanistan,1534.743,67.432,,2021-04-30
AFG,Afghanistan,1539.727,67.586,,2021-05-01
AFG,Afghanistan,1544.427,67.74,,2021-05-02
AFG,Afghanistan,1549.0,67.868,,2021-05-03
AFG,Afghanistan,1555.756,68.022,,2021-05-04
AFG,Afghanistan,1561.767,68.177,,2021-05-05
AFG,Afghanistan,1571.143,68.433,,2021-05-06
AFG,Afghanistan,1578.67,68.665,,2021-05-07
AFG,Afghanistan,1586.376,68.922,,2021-05-08
AFG,Afghanistan,1588.611,68.999,,2021-05-09
AFG,Afghanistan,1594.288,69.307,,2021-05-10
AFG,Afghanistan,1603.022,69.615,1.15,2021-05-11
AFG,Afghanistan,1611.114,69.692,,2021-05-12
AFG,Afghanistan,1619.514,69.898,,2021-05-13
AFG,Afghanistan,1627.478,70.129,,2021-05-14
AFG,Afghanistan,1628.942,70.206,,2021-05-15
AFG,Afghanistan,1630.791,70.437,,2021-05-16
AFG,Afghanistan,1633.72,70.514,,2021-05-17
AFG,Afghanistan,1639.397,70.668,,2021-05-18
AFG,Afghanistan,1647.18,70.951,,2021-05-19
AFG,Afghanistan,1658.817,71.208,1.21,2021-05-20
AFG,Afghanistan,1671.79,71.465,,2021-05-21
AFG,Afghanistan,1682.219,71.722,,2021-05-22
AFG,Afghanistan,1688.436,71.978,,2021-05-23
AFG,Afghanistan,1702.487,72.235,1.22,2021-05-24
AFG,Afghanistan,1718.619,72.852,,2021-05-25
AFG,Afghanistan,1740.197,73.34,1.23,2021-05-26
AFG,Afghanistan,1756.201,73.7,1.23,2021-05-27
AFG,Afghanistan,1775.827,74.008,,2021-05-28
AFG,Afghanistan,1801.027,74.47,,2021-05-29
AFG,Afghanistan,1817.725,74.984,1.23,2021-05-30
AFG,Afghanistan,1845.391,75.626,,2021-05-31
AFG,Afghanistan,1874.65,76.371,,2021-06-01
AFG,Afghanistan,1901.597,77.244,1.24,2021-06-02
AFG,Afghanistan,1929.674,77.938,1.24,2021-06-03
AFG,Afghanistan,1968.437,78.811,,2021-06-04
AFG,Afghanistan,2002.731,79.736,,2021-06-05
AFG,Afghanistan,2035.124,80.789,,2021-06-06
AFG,Afghanistan,2076.662,81.868,,2021-06-07
OWID_AFR,Africa,,,,2020-02-13
OWID_AFR,Africa,0.001,,,2020-02-14
OWID_AFR,Africa,0.001,,,2020-02-15
OWID_AFR,Africa,0.001,,,2020-02-16
OWID_AFR,Africa,0.001,,,2020-02-17
OWID_AFR,Africa,0.001,,,2020-02-18
OWID_AFR,Africa,0.001,,,2020-02-19
OWID_AFR,Africa,0.001,,,2020-02-20
OWID_AFR,Africa,0.001,,,2020-02-21
OWID_AFR,Africa,0.001,,,2020-02-22
OWID_AFR,Africa,0.001,,,2020-02-23
OWID_AFR,Africa,0.001,,,2020-02-24
OWID_AFR,Africa,0.001,,,2020-02-25
OWID_AFR,Africa,0.001,,,2020-02-26
OWID_AFR,Africa,0.001,,,2020-02-27
OWID_AFR,Africa,0.002,,,2020-02-28
OWID_AFR,Africa,0.002,,,2020-02-29
OWID_AFR,Africa,0.003,,,2020-03-01
OWID_AFR,Africa,0.006,,,2020-03-02
OWID_AFR,Africa,0.008,,,2020-03-03
OWID_AFR,Africa,0.016,,,2020-03-04
OWID_AFR,Africa,0.018,,,2020-03-05
OWID_AFR,Africa,0.032,,,2020-03-06
OWID_AFR,Africa,0.032,,,2020-03-07
OWID_AFR,Africa,0.062,0.001,,2020-03-08
OWID_AFR,Africa,0.068,0.001,,2020-03-09
OWID_AFR,Africa,0.078,0.001,,2020-03-10
OWID_AFR,Africa,0.088,0.001,,2020-03-11
OWID_AFR,Africa,0.1,0.002,,2020-03-12
OWID_AFR,Africa,0.131,0.004,,2020-03-13
OWID_AFR,Africa,0.189,0.005,,2020-03-14
OWID_AFR,Africa,0.233,0.006,,2020-03-15
OWID_AFR,Africa,0.298,0.006,,2020-03-16
OWID_AFR,Africa,0.361,0.008,,2020-03-17
OWID_AFR,Africa,0.448,0.013,,2020-03-18
OWID_AFR,Africa,0.582,0.015,,2020-03-19
OWID_AFR,Africa,0.722,0.019,,2020-03-20
OWID_AFR,Africa,0.874,0.027,,2020-03-21
OWID_AFR,Africa,1.072,0.036,,2020-03-22
OWID_AFR,Africa,1.356,0.043,,2020-03-23
