iso_code,location,total_cases_per_million,total_deaths_per_million,people_vaccinated_per_hundred,date
HRV,Croatia,546.858,24.846,,2020-05-28
HRV,Croatia,546.858,25.09,,2020-05-29
HRV,Croatia,547.102,25.09,,2020-05-30
HRV,Croatia,547.102,25.09,,2020-05-31
HRV,Croatia,547.102,25.09,,2020-06-01
HRV,Croatia,547.102,25.09,,2020-06-02
HRV,Croatia,547.102,25.09,,2020-06-03
HRV,Croatia,547.346,25.09,,2020-06-04
HRV,Croatia,547.346,25.09,,2020-06-05
HRV,Croatia,547.346,25.333,,2020-06-06
HRV,Croatia,547.346,25.333,,2020-06-07
HRV,Croatia,547.346,25.333,,2020-06-08
HRV,Croatia,547.346,25.82,,2020-06-09
HRV,Croatia,547.833,25.82,,2020-06-10
HRV,Croatia,547.833,25.82,,2020-06-11
HRV,Croatia,547.833,26.064,,2020-06-12
HRV,Croatia,548.32,26.064,,2020-06-13
HRV,Croatia,548.563,26.064,,2020-06-14
HRV,Croatia,549.051,26.064,,2020-06-15
HRV,Croatia,549.294,26.064,,2020-06-16
HRV,Croatia,550.025,26.064,,2020-06-17
HRV,Croatia,552.704,26.064,,2020-06-18
HRV,Croatia,555.384,26.064,,2020-06-19
HRV,Croatia,560.012,26.064,,2020-06-20
HRV,Croatia,564.397,26.064,,2020-06-21
HRV,Croatia,569.025,26.064,,2020-06-22
HRV,Croatia,576.333,26.064,,2020-06-23
HRV,Croatia,581.692,26.064,,2020-06-24
HRV,Croatia,604.833,26.064,,2020-06-25
HRV,Croatia,618.474,26.064,,2020-06-26
HRV,Croatia,639.179,26.064,,2020-06-27
HRV,Croatia,655.499,26.064,,2020-06-28
HRV,Croatia,663.781,26.064,,2020-06-29
HRV,Croatia,676.448,26.064,,2020-06-30
HRV,Croatia,689.602,26.308,,2020-07-01
HRV,Croatia,709.332,26.795,,2020-07-02
HRV,Croatia,732.717,27.282,,2020-07-03
HRV,Croatia,753.666,27.526,,2020-07-04
HRV,Croatia,767.55,27.526,,2020-07-05
HRV,Croatia,784.358,27.526,,2020-07-06
HRV,Croatia,797.025,27.526,,2020-07-07
HRV,Croatia,809.935,27.769,,2020-07-08
HRV,Croatia,832.102,28.013,,2020-07-09
HRV,Croatia,860.358,28.5,,2020-07-10
HRV,Croatia,894.46,28.744,,2020-07-11
HRV,Croatia,906.64,28.987,,2020-07-12
HRV,Croatia,919.55,28.987,,2020-07-13
HRV,Croatia,932.217,29.231,,2020-07-14
HRV,Croatia,962.909,29.231,,2020-07-15
HRV,Croatia,983.858,29.231,,2020-07-16
HRV,Croatia,1007.73,29.231,,2020-07-17
HRV,Croatia,1035.986,29.231,,2020-07-18
HRV,Croatia,1058.396,29.231,,2020-07-19
HRV,Croatia,1064.486,29.718,,2020-07-20
HRV,Croatia,1077.153,29.962,,2020-07-21
HRV,Croatia,1103.46,30.449,,2020-07-22
HRV,Croatia,1128.794,31.179,,2020-07-23
HRV,Croatia,1148.524,31.179,,2020-07-24
HRV,Croatia,1167.281,32.397,,2020-07-25
HRV,Croatia,1183.114,33.128,,2020-07-26
HRV,Croatia,1188.96,33.859,,2020-07-27
HRV,Croatia,1199.191,34.103,,2020-07-28
HRV,Croatia,1216.242,34.346,,2020-07-29
HRV,Croatia,1235.242,35.077,,2020-07-30
HRV,Croatia,1251.806,35.32,,2020-07-31
HRV,Croatia,1272.511,35.32,,2020-08-01
HRV,Croatia,1281.281,36.295,,2020-08-02
HRV,Croatia,1289.563,37.269,,2020-08-03
HRV,Croatia,1295.409,37.513,,2020-08-04
HRV,Croatia,1309.537,37.513,,2020-08-05
HRV,Croatia,1316.357,37.756,,2020-08-06
HRV,Croatia,1331.46,37.756,,2020-08-07
HRV,Croatia,1350.216,38.244,,2020-08-08
HRV,Croatia,1365.075,38.244,,2020-08-09
HRV,Croatia,1376.037,38.487,,2020-08-10
HRV,Croatia,1398.203,38.974,,2020-08-11
HRV,Croatia,1429.87,38.974,,2020-08-12
HRV,Croatia,1473.716,39.218,,2020-08-13
HRV,Croatia,1524.383,39.705,,2020-08-14
HRV,Croatia,1563.844,40.192,,2020-08-15
HRV,Croatia,1600.626,40.436,,2020-08-16
HRV,Croatia,1621.331,40.436,,2020-08-17
HRV,Croatia,1669.806,40.436,,2020-08-18
HRV,Croatia,1723.152,40.923,,2020-08-19
HRV,Croatia,1785.267,40.923,,2020-08-20
HRV,Croatia,1849.818,41.167,,2020-08-21
HRV,Croatia,1924.357,41.41,,2020-08-22
HRV,Croatia,1991.344,41.654,,2020-08-23
HRV,Croatia,2024.472,42.141,,2020-08-24
HRV,Croatia,2077.818,42.628,,2020-08-25
HRV,Croatia,2165.023,42.628,,2020-08-26
HRV,Croatia,2239.074,43.115,,2020-08-27
HRV,Croatia,2326.036,43.846,,2020-08-28
HRV,Croatia,2402.036,44.577,,2020-08-29
HRV,Croatia,2465.856,44.82,,2020-08-30
HRV,Croatia,2501.42,45.308,,2020-08-31
HRV,Croatia,2536.741,45.551,,2020-09-01
HRV,Croatia,2612.497,46.526,,2020-09-02
HRV,Croatia,2702.381,47.256,,2020-09-03
HRV,Croatia,2783.74,47.5,,2020-09-04
HRV,Croatia,2859.497,47.987,,2020-09-05
HRV,Croatia,2914.304,48.231,,2020-09-06
HRV,Croatia,2942.804,48.961,,2020-09-07
HRV,Croatia,2992.496,49.449,,2020-09-08
HRV,Croatia,3075.56,50.179,,2020-09-09
HRV,Croatia,3146.445,50.667,,2020-09-10
HRV,Croatia,3192.727,51.397,,2020-09-11
HRV,Croatia,3256.304,53.103,,2020-09-12
HRV,Croatia,3296.496,54.564,,2020-09-13
HRV,Croatia,3312.329,55.295,,2020-09-14
HRV,Croatia,3349.111,56.026,,2020-09-15
HRV,Croatia,3417.316,57.487,,2020-09-16
HRV,Croatia,3478.214,57.974,,2020-09-17
HRV,Croatia,3535.214,59.436,,2020-09-18
HRV,Croatia,3586.855,59.436,,2020-09-19
HRV,Croatia,3634.842,60.41,,2020-09-20
HRV,Croatia,3651.893,61.628,,2020-09-21
HRV,Croatia,3686.97,62.115,,2020-09-22
HRV,Croatia,3736.662,62.602,,2020-09-23
HRV,Croatia,3793.175,63.577,,2020-09-24
HRV,Croatia,3847.495,64.795,,2020-09-25
HRV,Croatia,3899.136,65.526,,2020-09-26
HRV,Croatia,3945.418,66.256,,2020-09-27
HRV,Croatia,3957.111,66.256,,2020-09-28
HRV,Croatia,3989.995,66.987,,2020-09-29
HRV,Croatia,4041.88,68.205,,2020-09-30
HRV,Croatia,4098.88,69.179,,2020-10-01
HRV,Croatia,4179.995,70.885,,2020-10-02
HRV,Croatia,4238.7,71.372,,2020-10-03
HRV,Croatia,4301.546,72.59,,2020-10-04
HRV,Croatia,4335.162,73.077,,2020-10-05
HRV,Croatia,4405.072,74.051,,2020-10-06
HRV,Croatia,4493.495,75.269,,2020-10-07
HRV,Croatia,4625.52,75.513,,2020-10-08
HRV,Croatia,4736.841,76.243,,2020-10-09
HRV,Croatia,4855.225,77.218,,2020-10-10
HRV,Croatia,4978.968,78.923,,2020-10-11
HRV,Croatia,5023.058,79.654,,2020-10-12
HRV,Croatia,5113.673,80.385,,2020-10-13
HRV,Croatia,5295.878,81.359,,2020-10-14
HRV,Croatia,5489.045,83.795,,2020-10-15
HRV,Croatia,5764.544,84.038,,2020-10-16
HRV,Croatia,6031.519,86.474,,2020-10-17
HRV,Croatia,6231.018,88.423,,2020-10-18
HRV,Croatia,6326.749,91.102,,2020-10-19
HRV,Croatia,6543.544,93.051,,2020-10-20
HRV,Croatia,6890.415,95.731,,2020-10-21
HRV,Croatia,7271.145,98.897,,2020-10-22
HRV,Croatia,7725.927,100.602,,2020-10-23
HRV,Croatia,8272.054,104.5,,2020-10-24
HRV,Croatia,8861.784,106.449,,2020-10-25
HRV,Croatia,9063.476,110.102,,2020-10-26
HRV,Croatia,9407.668,114.487,,2020-10-27
HRV,Croatia,9986.924,120.09,,2020-10-28
HRV,Croatia,10663.128,124.474,,2020-10-29
HRV,Croatia,11338.358,129.346,,2020-10-30
HRV,Croatia,12012.858,133.0,,2020-10-31
HRV,Croatia,12543.639,136.897,,2020-11-01
HRV,Croatia,12827.421,144.692,,2020-11-02
HRV,Croatia,13175.023,152.974,,2020-11-03
HRV,Croatia,13779.125,159.308,,2020-11-04
HRV,Croatia,14472.868,166.372,,2020-11-05
HRV,Croatia,15176.841,174.654,,2020-11-06
HRV,Croatia,15761.212,183.179,,2020-11-07
HRV,Croatia,16380.66,193.41,,2020-11-08
HRV,Croatia,16753.108,202.666,,2020-11-09
HRV,Croatia,17110.454,210.705,,2020-11-10
HRV,Croatia,17743.056,217.525,,2020-11-11
HRV,Croatia,18493.799,225.32,,2020-11-12
HRV,Croatia,19238.208,235.795,,2020-11-13
HRV,Croatia,19936.335,245.051,,2020-11-14
HRV,Croatia,20511.694,255.525,,2020-11-15
HRV,Croatia,20831.527,263.564,,2020-11-16
HRV,Croatia,21305.308,271.115,,2020-11-17
HRV,Croatia,22097.218,280.371,,2020-11-18
HRV,Croatia,22867.935,292.307,,2020-11-19
HRV,Croatia,23588.472,306.192,,2020-11-20
HRV,Croatia,24458.817,317.641,,2020-11-21
HRV,Croatia,25264.611,329.577,,2020-11-22
HRV,Croatia,25745.213,340.538,,2020-11-23
HRV,Croatia,26311.072,351.987,,2020-11-24
HRV,Croatia,27188.724,365.628,,2020-11-25
HRV,Croatia,28165.274,378.051,,2020-11-26
HRV,Croatia,29159.119,389.743,,2020-11-27
HRV,Croatia,30130.311,403.141,,2020-11-28
HRV,Croatia,30841.348,417.025,,2020-11-29
HRV,Croatia,31287.117,435.051,,2020-11-30
HRV,Croatia,31993.526,453.32,,2020-12-01
HRV,Croatia,32855.589,466.717,,2020-12-02
HRV,Croatia,33960.024,478.41,,2020-12-03
HRV,Croatia,34923.42,494.974,,2020-12-04
HRV,Croatia,35918.24,512.025,,2020-12-05
HRV,Croatia,36624.406,529.563,,2020-12-06
HRV,Croatia,37083.815,543.935,,2020-12-07
HRV,Croatia,37720.314,559.769,,2020-12-08
HRV,Croatia,38821.339,576.576,,2020-12-09
HRV,Croatia,39946.722,589.486,,2020-12-10
HRV,Croatia,41017.541,605.076,,2020-12-11
HRV,Croatia,42024.784,624.076,,2020-12-12
HRV,Croatia,42843.975,643.076,,2020-12-13
HRV,Croatia,43202.539,658.909,,2020-12-14
HRV,Croatia,43777.41,676.692,,2020-12-15
HRV,Croatia,44587.832,699.102,,2020-12-16
HRV,Croatia,45542.216,719.807,,2020-12-17
HRV,Croatia,46339.24,736.371,,2020-12-18
HRV,Croatia,47009.598,755.371,,2020-12-19
HRV,Croatia,47490.688,773.884,,2020-12-20
HRV,Croatia,47677.277,793.371,,2020-12-21
HRV,Croatia,48065.802,810.666,,2020-12-22
HRV,Croatia,48738.84,826.743,,2020-12-23
HRV,Croatia,49282.775,843.794,,2020-12-24
HRV,Croatia,49682.993,864.255,,2020-12-25
HRV,Croatia,49768.249,880.089,,2020-12-26
HRV,Croatia,49918.787,894.217,,2020-12-27
HRV,Croatia,49995.762,910.781,,2020-12-28
HRV,Croatia,50324.607,924.422,,2020-12-29
HRV,Croatia,50775.248,940.255,0.19,2020-12-30
HRV,Croatia,51357.67,954.871,,2020-12-31
HRV,Croatia,51642.67,964.858,,2021-01-01
HRV,Croatia,51704.785,978.255,,2021-01-02
HRV,Croatia,51874.323,991.896,0.3,2021-01-03
HRV,Croatia,51962.259,1005.05,,2021-01-04
HRV,Croatia,52223.144,1017.96,0.34,2021-01-05
HRV,Croatia,52684.989,1028.678,,2021-01-06
HRV,Croatia,52821.886,1039.153,0.5,2021-01-07
HRV,Croatia,53089.348,1048.409,0.61,2021-01-08
HRV,Croatia,53430.616,1057.665,0.73,2021-01-09
HRV,Croatia,53587.975,1063.999,,2021-01-10
HRV,Croatia,53644.001,1072.524,,2021-01-11
HRV,Croatia,53828.885,1082.999,,2021-01-12
HRV,Croatia,54105.359,1089.332,0.84,2021-01-13
HRV,Croatia,54344.077,1100.294,0.93,2021-01-14
HRV,Croatia,54518.243,1108.332,1.01,2021-01-15
HRV,Croatia,54704.102,1117.588,1.12,2021-01-16
HRV,Croatia,54796.423,1124.409,,2021-01-17
HRV,Croatia,54838.807,1133.909,,2021-01-18
HRV,Croatia,54965.474,1140.973,1.32,2021-01-19
HRV,Croatia,55185.191,1147.55,,2021-01-20
HRV,Croatia,55374.217,1154.127,,2021-01-21
HRV,Croatia,55530.845,1161.922,,2021-01-22
HRV,Croatia,55676.755,1168.986,,2021-01-23
HRV,Croatia,55762.498,1175.806,,2021-01-24
HRV,Croatia,55795.139,1183.601,1.41,2021-01-25
HRV,Croatia,55904.267,1189.204,,2021-01-26
HRV,Croatia,56113.024,1196.755,,2021-01-27
HRV,Croatia,56263.805,1204.063,,2021-01-28
HRV,Croatia,56400.459,1211.127,,2021-01-29
HRV,Croatia,56534.677,1217.46,,2021-01-30
HRV,Croatia,56616.523,1224.524,,2021-01-31
HRV,Croatia,56639.42,1231.101,1.43,2021-02-01
HRV,Croatia,56733.689,1235.242,,2021-02-02
HRV,Croatia,56911.51,1239.383,1.44,2021-02-03
HRV,Croatia,57037.202,1243.768,1.45,2021-02-04
HRV,Croatia,57170.933,1247.665,,2021-02-05
HRV,Croatia,57274.214,1253.024,,2021-02-06
HRV,Croatia,57341.445,1259.114,,2021-02-07
HRV,Croatia,57358.74,1266.178,,2021-02-08
HRV,Croatia,57427.676,1272.511,1.49,2021-02-09
HRV,Croatia,57568.227,1275.922,,2021-02-10
HRV,Croatia,57659.817,1282.011,1.58,2021-02-11
HRV,Croatia,57750.188,1286.64,,2021-02-12
HRV,Croatia,57842.509,1290.781,,2021-02-13
HRV,Croatia,57890.739,1295.409,,2021-02-14
HRV,Croatia,57907.303,1300.524,1.65,2021-02-15
HRV,Croatia,57974.047,1304.909,,2021-02-16
HRV,Croatia,58096.329,1309.293,,2021-02-17
HRV,Croatia,58185.239,1315.139,2.12,2021-02-18
HRV,Croatia,58279.752,1317.088,,2021-02-19
HRV,Croatia,58384.739,1320.255,,2021-02-20
HRV,Croatia,58448.072,1322.447,,2021-02-21
HRV,Croatia,58465.611,1327.319,2.64,2021-02-22
HRV,Croatia,58549.162,1330.486,,2021-02-23
HRV,Croatia,58716.751,1334.139,3.06,2021-02-24
HRV,Croatia,58849.264,1337.063,3.31,2021-02-25
HRV,Croatia,58972.277,1340.473,,2021-02-26
HRV,Croatia,59098.943,1342.421,,2021-02-27
HRV,Croatia,59185.661,1346.075,,2021-02-28
HRV,Croatia,59207.828,1348.755,3.73,2021-03-01
HRV,Croatia,59303.802,1351.434,,2021-03-02
HRV,Croatia,59485.763,1353.139,,2021-03-03
HRV,Croatia,59648.237,1355.332,4.43,2021-03-04
HRV,Croatia,59791.955,1356.793,,2021-03-05
HRV,Croatia,59952.237,1360.447,,2021-03-06
HRV,Croatia,60048.211,1361.665,,2021-03-07
HRV,Croatia,60071.109,1366.293,4.92,2021-03-08
HRV,Croatia,60190.711,1369.216,,2021-03-09
HRV,Croatia,60425.044,1370.191,,2021-03-10
HRV,Croatia,60614.313,1372.627,,2021-03-11
HRV,Croatia,60814.787,1375.55,5.69,2021-03-12
HRV,Croatia,61015.261,1381.152,,2021-03-13
HRV,Croatia,61151.915,1382.857,,2021-03-14
HRV,Croatia,61183.338,1384.806,,2021-03-15
HRV,Croatia,61351.658,1387.729,,2021-03-16
HRV,Croatia,61703.645,1390.652,,2021-03-17
HRV,Croatia,61995.222,1394.793,,2021-03-18
HRV,Croatia,62266.093,1398.934,7.03,2021-03-19
HRV,Croatia,62554.99,1401.37,,2021-03-20
HRV,Croatia,62758.144,1406.242,,2021-03-21
HRV,Croatia,62794.682,1409.409,7.59,2021-03-22
HRV,Croatia,63027.554,1414.768,,2021-03-23
HRV,Croatia,63488.182,1419.639,,2021-03-24
HRV,Croatia,63895.707,1422.075,,2021-03-25
HRV,Croatia,64334.655,1425.973,8.18,2021-03-26
HRV,Croatia,64770.68,1430.357,,2021-03-27
HRV,Croatia,65092.462,1435.473,8.49,2021-03-28
HRV,Croatia,65165.539,1439.857,,2021-03-29
HRV,Croatia,65527.756,1443.998,,2021-03-30
HRV,Croatia,66166.691,1448.626,9.4,2021-03-31
HRV,Croatia,66756.665,1453.498,9.85,2021-04-01
HRV,Croatia,67332.023,1460.562,10.22,2021-04-02
HRV,Croatia,67876.202,1467.626,,2021-04-03
HRV,Croatia,68211.381,1475.665,10.38,2021-04-04
HRV,Croatia,68244.996,1481.755,,2021-04-05
HRV,Croatia,68424.035,1489.062,10.41,2021-04-06
HRV,Croatia,68825.714,1497.832,10.54,2021-04-07
HRV,Croatia,69609.341,1506.601,10.74,2021-04-08
HRV,Croatia,70242.43,1518.78,11.17,2021-04-09
HRV,Croatia,70859.929,1527.062,11.53,2021-04-10
HRV,Croatia,71253.813,1536.562,11.63,2021-04-11
HRV,Croatia,71356.608,1542.652,11.79,2021-04-12
HRV,Croatia,71828.197,1548.742,11.97,2021-04-13
HRV,Croatia,72583.081,1558.729,12.19,2021-04-14
HRV,Croatia,73296.067,1569.203,12.65,2021-04-15
HRV,Croatia,73953.272,1579.921,13.14,2021-04-16
HRV,Croatia,74593.181,1588.934,13.46,2021-04-17
HRV,Croatia,74974.399,1598.434,13.49,2021-04-18
HRV,Croatia,75074.27,1607.934,13.57,2021-04-19
HRV,Croatia,75587.27,1618.165,13.77,2021-04-20
HRV,Croatia,76346.538,1630.101,14.09,2021-04-21
HRV,Croatia,77049.294,1641.306,14.47,2021-04-22
HRV,Croatia,77665.331,1652.511,14.9,2021-04-23
HRV,Croatia,78282.831,1660.062,15.13,2021-04-24
HRV,Croatia,78588.292,1669.562,15.28,2021-04-25
HRV,Croatia,78688.164,1681.985,15.32,2021-04-26
HRV,Croatia,79125.894,1694.652,15.58,2021-04-27
HRV,Croatia,79833.278,1705.37,15.8,2021-04-28
HRV,Croatia,80427.392,1714.87,16.63,2021-04-29
HRV,Croatia,80916.276,1724.857,17.11,2021-04-30
HRV,Croatia,81414.66,1736.793,17.22,2021-05-01
HRV,Croatia,81644.609,1749.459,17.25,2021-05-02
HRV,Croatia,81729.622,1758.229,17.46,2021-05-03
HRV,Croatia,82069.672,1769.434,17.89,2021-05-04
HRV,Croatia,82677.185,1781.857,18.53,2021-05-05
HRV,Croatia,83076.671,1791.6,19.41,2021-05-06
HRV,Croatia,83426.222,1799.639,20.35,2021-05-07
HRV,Croatia,83753.119,1808.408,21.13,2021-05-08
HRV,Croatia,83915.106,1819.37,21.42,2021-05-09
HRV,Croatia,83976.734,1827.652,21.8,2021-05-10
HRV,Croatia,84190.119,1838.857,22.39,2021-05-11
HRV,Croatia,84548.439,1848.6,,2021-05-12
HRV,Croatia,84807.618,1856.882,23.88,2021-05-13
HRV,Croatia,85033.182,1866.87,24.59,2021-05-14
HRV,Croatia,85234.387,1872.472,25.31,2021-05-15
HRV,Croatia,85351.31,1877.588,25.36,2021-05-16
HRV,Croatia,85379.566,1884.895,25.63,2021-05-17
HRV,Croatia,85499.168,1891.472,26.26,2021-05-18
HRV,Croatia,85742.758,1898.049,27.02,2021-05-19
HRV,Croatia,85912.053,1906.818,,2021-05-20
HRV,Croatia,86039.937,1913.639,28.2,2021-05-21
HRV,Croatia,86166.116,1920.216,28.74,2021-05-22
HRV,Croatia,86227.257,1925.087,28.77,2021-05-23
HRV,Croatia,86245.283,1931.421,29.11,2021-05-24
HRV,Croatia,86323.962,1936.536,29.16,2021-05-25
HRV,Croatia,86455.013,1941.652,29.74,2021-05-26
HRV,Croatia,86546.359,1944.087,30.21,2021-05-27
HRV,Croatia,86624.552,1946.767,30.56,2021-05-28
HRV,Croatia,86706.885,1949.203,30.95,2021-05-29
HRV,Croatia,86752.193,1952.126,31.0,2021-05-30
HRV,Croatia,86761.936,1955.049,31.19,2021-05-31
HRV,Croatia,86814.551,1956.998,31.52,2021-06-01
HRV,Croatia,86919.782,1958.946,31.97,2021-06-02
HRV,Croatia,86987.987,1962.357,32.08,2021-06-03
HRV,Croatia,87009.423,1965.036,32.39,2021-06-04
HRV,Croatia,87060.82,1968.203,32.58,2021-06-05
HRV,Croatia,87099.064,1969.664,32.6,2021-06-06
HRV,Croatia,87109.538,1970.882,,2021-06-07
CUB,Cuba,0.265,,,2020-03-12
CUB,Cuba,0.353,,,2020-03-13
CUB,Cuba,0.353,,,2020-03-14
CUB,Cuba,0.353,,,2020-03-15
CUB,Cuba,0.353,,,2020-03-16
CUB,Cuba,0.441,,,2020-03-17
CUB,Cuba,0.618,0.088,,2020-03-18
CUB,Cuba,0.971,0.088,,2020-03-19
CUB,Cuba,1.413,0.088,,2020-03-20
CUB,Cuba,1.854,0.088,,2020-03-21
CUB,Cuba,3.09,0.088,,2020-03-22
CUB,Cuba,3.532,0.088,,2020-03-23
CUB,Cuba,4.238,0.088,,2020-03-24
CUB,Cuba,5.032,0.088,,2020-03-25
CUB,Cuba,5.915,0.177,,2020-03-26
CUB,Cuba,7.063,0.177,,2020-03-27
CUB,Cuba,10.506,0.265,,2020-03-28
CUB,Cuba,12.272,0.265,,2020-03-29
CUB,Cuba,15.009,0.353,,2020-03-30
CUB,Cuba,16.421,0.53,,2020-03-31
CUB,Cuba,18.717,0.53,,2020-04-01
CUB,Cuba,20.571,0.53,,2020-04-02
CUB,Cuba,23.749,0.53,,2020-04-03
CUB,Cuba,25.427,0.53,,2020-04-04
CUB,Cuba,28.252,0.706,,2020-04-05
CUB,Cuba,30.901,0.795,,2020-04-06
CUB,Cuba,34.962,0.971,,2020-04-07
CUB,Cuba,40.347,1.059,,2020-04-08
CUB,Cuba,45.468,1.324,,2020-04-09
CUB,Cuba,49.794,1.324,,2020-04-10
CUB,Cuba,54.738,1.413,,2020-04-11
CUB,Cuba,59.064,1.589,,2020-04-12
CUB,Cuba,64.097,1.854,,2020-04-13
CUB,Cuba,67.628,1.854,,2020-04-14
CUB,Cuba,71.866,2.119,,2020-04-15
CUB,Cuba,76.104,2.384,,2020-04-16
CUB,Cuba,81.489,2.737,,2020-04-17
CUB,Cuba,87.052,2.825,,2020-04-18
CUB,Cuba,91.378,3.002,,2020-04-19
CUB,Cuba,95.969,3.178,,2020-04-20
CUB,Cuba,100.383,3.355,,2020-04-21
CUB,Cuba,104.974,3.532,,2020-04-22
CUB,Cuba,109.035,3.796,,2020-04-23
CUB,Cuba,113.45,4.326,,2020-04-24
CUB,Cuba,118.041,4.503,,2020-04-25
CUB,Cuba,120.866,4.768,,2020-04-26
CUB,Cuba,122.632,4.944,,2020-04-27
CUB,Cuba,126.869,5.121,,2020-04-28
CUB,Cuba,129.518,5.121,,2020-04-29
CUB,Cuba,132.52,5.386,,2020-04-30
CUB,Cuba,135.698,5.65,,2020-05-01
CUB,Cuba,142.231,5.827,,2020-05-02
CUB,Cuba,145.586,5.915,,2020-05-03
CUB,Cuba,147.264,6.092,,2020-05-04
CUB,Cuba,148.765,6.092,,2020-05-05
CUB,Cuba,150.354,6.092,,2020-05-06
CUB,Cuba,152.649,6.445,,2020-05-07
CUB,Cuba,153.709,6.533,,2020-05-08
CUB,Cuba,154.856,6.533,,2020-05-09
CUB,Cuba,155.916,6.798,,2020-05-10
CUB,Cuba,157.417,6.798,,2020-05-11
CUB,Cuba,159.271,6.886,,2020-05-12
CUB,Cuba,159.801,6.975,,2020-05-13
CUB,Cuba,161.566,6.975,,2020-05-14
CUB,Cuba,162.449,6.975,,2020-05-15
CUB,Cuba,164.392,6.975,,2020-05-16
CUB,Cuba,165.274,6.975,,2020-05-17
CUB,Cuba,166.069,6.975,,2020-05-18
CUB,Cuba,166.599,6.975,,2020-05-19
CUB,Cuba,167.746,6.975,,2020-05-20
CUB,Cuba,168.453,7.063,,2020-05-21
CUB,Cuba,169.159,7.151,,2020-05-22
CUB,Cuba,170.483,7.151,,2020-05-23
CUB,Cuba,171.366,7.24,,2020-05-24
CUB,Cuba,171.896,7.24,,2020-05-25
CUB,Cuba,173.309,7.24,,2020-05-26
CUB,Cuba,174.28,7.24,,2020-05-27
CUB,Cuba,175.074,7.24,,2020-05-28
CUB,Cuba,177.017,7.24,,2020-05-29
CUB,Cuba,178.782,7.328,,2020-05-30
CUB,Cuba,180.548,7.328,,2020-05-31
CUB,Cuba,183.903,7.328,,2020-06-01
CUB,Cuba,184.698,7.328,,2020-06-02
CUB,Cuba,186.022,7.328,,2020-06-03
CUB,Cuba,187.081,7.328,,2020-06-04
CUB,Cuba,188.317,7.328,,2020-06-05
CUB,Cuba,191.849,7.328,,2020-06-06
CUB,Cuba,193.438,7.328,,2020-06-07
CUB,Cuba,194.233,7.328,,2020-06-08
CUB,Cuba,194.674,7.328,,2020-06-09
CUB,Cuba,195.204,7.328,,2020-06-10
CUB,Cuba,195.91,7.416,,2020-06-11
CUB,Cuba,197.146,7.416,,2020-06-12
CUB,Cuba,197.588,7.416,,2020-06-13
CUB,Cuba,198.471,7.416,,2020-06-14
CUB,Cuba,199.707,7.416,,2020-06-15
CUB,Cuba,200.678,7.416,,2020-06-16
CUB,Cuba,201.296,7.416,,2020-06-17
CUB,Cuba,202.62,7.504,,2020-06-18
CUB,Cuba,203.503,7.504,,2020-06-19
CUB,Cuba,203.856,7.504,,2020-06-20
CUB,Cuba,204.121,7.504,,2020-06-21
CUB,Cuba,204.386,7.504,,2020-06-22
CUB,Cuba,204.651,7.504,,2020-06-23
CUB,Cuba,204.739,7.504,,2020-06-24
CUB,Cuba,204.916,7.504,,2020-06-25
CUB,Cuba,205.269,7.504,,2020-06-26
CUB,Cuba,205.71,7.593,,2020-06-27
CUB,Cuba,205.887,7.593,,2020-06-28
CUB,Cuba,206.593,7.593,,2020-06-29
CUB,Cuba,206.681,7.593,,2020-06-30
CUB,Cuba,207.299,7.593,,2020-07-01
CUB,Cuba,207.741,7.593,,2020-07-02
CUB,Cuba,208.447,7.593,,2020-07-03
CUB,Cuba,209.153,7.593,,2020-07-04
CUB,Cuba,209.418,7.593,,2020-07-05
CUB,Cuba,210.125,7.593,,2020-07-06
CUB,Cuba,211.449,7.593,,2020-07-07
CUB,Cuba,211.802,7.593,,2020-07-08
CUB,Cuba,212.155,7.593,,2020-07-09
CUB,Cuba,213.038,7.593,,2020-07-10
CUB,Cuba,213.656,7.681,,2020-07-11
CUB,Cuba,214.186,7.681,,2020-07-12
CUB,Cuba,214.362,7.681,,2020-07-13
CUB,Cuba,214.715,7.681,,2020-07-14
CUB,Cuba,215.245,7.681,,2020-07-15
CUB,Cuba,215.422,7.681,,2020-07-16
CUB,Cuba,215.775,7.681,,2020-07-17
CUB,Cuba,215.863,7.681,,2020-07-18
CUB,Cuba,215.952,7.681,,2020-07-19
CUB,Cuba,215.952,7.681,,2020-07-20
CUB,Cuba,216.216,7.681,,2020-07-21
CUB,Cuba,217.364,7.681,,2020-07-22
CUB,Cuba,217.717,7.681,,2020-07-23
CUB,Cuba,217.982,7.681,,2020-07-24
CUB,Cuba,218.777,7.681,,2020-07-25
CUB,Cuba,220.278,7.681,,2020-07-26
CUB,Cuba,223.544,7.681,,2020-07-27
CUB,Cuba,225.575,7.681,,2020-07-28
CUB,Cuba,228.488,7.681,,2020-07-29
CUB,Cuba,229.283,7.681,,2020-07-30
CUB,Cuba,230.254,7.681,,2020-07-31
CUB,Cuba,232.461,7.681,,2020-08-01
CUB,Cuba,233.609,7.681,,2020-08-02
CUB,Cuba,235.728,7.681,,2020-08-03
CUB,Cuba,238.465,7.769,,2020-08-04
CUB,Cuba,240.672,7.769,,2020-08-05
CUB,Cuba,244.998,7.769,,2020-08-06
CUB,Cuba,249.766,7.769,,2020-08-07
CUB,Cuba,254.975,7.769,,2020-08-08
CUB,Cuba,260.713,7.769,,2020-08-09
CUB,Cuba,268.924,7.769,,2020-08-10
